W;B;E;S;RE_OA_a;RE_OA_b;Bewerkingstype;Count
5;0;0;B;0.011209581;0.946427473;0;325
5;0;0;C;0.010679693;1.09462811;0;714
5;0;0;D;0.008384171;1.259285124;0;525
5;0;0;E;0.010272883;1.229595582;0;311
5;0;0;F;0.005873865;1.599515916;0;271
5;0;0;G;0.007707023;1.451530231;0;180
5;0;1;A;0.011250214;0.971759276;0;1199
5;0;1;B;0.008360759;1.206896433;0;1002
5;0;1;C;0.010620603;1.045830116;0;2344
5;0;1;D;0.011123917;1.017851285;0;2001
5;0;1;E;0.011608514;1.018536514;0;1309
5;0;1;F;0.010241785;1.09116504;0;972
5;0;1;G;0.007571628;1.244345409;0;923
5;0;2;A;0.016423793;0.546816802;0;2258
5;0;2;B;0.016966551;0.574366149;0;3237
5;0;2;C;0.011708207;0.910947889;0;6223
5;0;2;D;0.01241268;0.922720375;0;2950
5;0;2;E;0.013265297;0.92579625;0;1670
5;0;2;F;0.015554048;0.918598028;0;1105
5;0;2;G;0.01023732;1.030827899;0;622
5;1;0;A;0.012481063;0.921169793;0;197
5;1;0;B;0.013422031;0.953293365;0;124
5;1;0;C;0.011718499;1.18598381;0;295
5;1;0;D;0.014573673;1.035891602;0;281
5;1;0;E;0.009515154;1.432655319;0;201
5;1;0;F;0.011096857;1.223434003;0;152
5;1;0;G;0.005162756;1.499854132;0;112
5;1;1;A;0.008331733;1.301979547;0;351
5;1;1;B;0.016401471;1.030659077;0;465
5;1;1;C;0.008764417;1.335373296;0;1106
5;1;1;D;0.008755221;1.35150507;0;1261
5;1;1;E;0.009548462;1.286090028;0;844
5;1;1;F;0.008105872;1.346430588;0;777
5;1;1;G;0.007478309;1.308253001;0;708
5;1;2;A;0.006566817;1.088949243;0;571
5;1;2;B;0.014021169;0.685908336;0;607
5;1;2;C;0.01070469;0.880755385;0;1673
5;1;2;D;0.010829734;0.963864437;0;1221
5;1;2;E;0.014341622;0.786599063;0;622
5;1;2;F;0.020841628;0.330361842;0;436
5;1;2;G;0.007917531;1.116347404;0;247
5;2;0;A;0.007948623;0.962255017;0;143
5;2;0;B;0.007030455;1.192892148;0;108
5;2;0;C;0.010123175;1.103098903;0;392
5;2;0;D;0.012210057;0.911771177;0;370
5;2;0;E;0.004690612;1.419144515;0;226
5;2;0;F;0.008375936;1.238477702;0;71
5;2;0;G;0.010390948;1.00658772;0;59
5;2;1;A;0.013581014;0.727632845;0;397
5;2;1;B;0.006960438;1.016794212;0;515
5;2;1;C;0.007150192;1.212095079;0;1454
5;2;1;D;0.009849735;0.990872735;0;1083
5;2;1;E;0.013527857;0.812674644;0;786
5;2;1;F;0.009834814;0.975295195;0;352
5;2;1;G;0.005415435;1.318222605;0;333
5;2;2;A;0.008882696;1.003543474;0;6966
5;2;2;B;0.012500703;0.798207626;0;6037
5;2;2;C;0.011798752;0.861625272;0;20528
5;2;2;D;0.00905214;1.050111701;0;12975
5;2;2;E;0.008468005;1.117334805;0;6121
5;2;2;F;0.003577393;1.407115872;0;2180
5;2;2;G;0.005134774;1.182643502;0;1325
5;3;0;A;0.008391114;1.016518516;0;143
5;3;0;B;0.018560948;0.283675167;0;69
5;3;0;C;0.007271901;0.985282064;0;124
5;3;0;D;0.011302895;0.767612238;0;57
5;3;0;E;0.011302895;0.767612238;2;0
5;3;0;F;0.011302895;0.767612238;2;0
5;3;0;G;0.011302895;0.767612238;2;0
5;3;1;A;0.002117902;1.170492606;0;460
5;3;1;B;0.008283642;0.79004795;0;357
5;3;1;C;0.008820116;0.839036545;0;725
5;3;1;D;0.010675849;0.644058519;0;341
5;3;1;E;0.011266432;0.620890046;0;123
5;3;1;F;0.011266432;0.620890046;2;0
5;3;1;G;0.011266432;0.620890046;2;0
5;3;2;A;0.008048875;0.925679737;0;3418
5;3;2;B;0.010639183;0.662131499;0;4384
5;3;2;C;0.011270957;0.702559911;0;9470
5;3;2;D;0.011716441;0.715504907;0;3236
5;3;2;E;0.009790433;0.954690598;0;814
5;3;2;F;0.017471249;0.416398881;0;215
5;3;2;G;0.034818288;-0.589128566;0;75
5;4;0;A;0.009639011;0.827016979;0;558
5;4;0;B;0.010158955;0.710635472;0;559
5;4;0;C;0.008664023;0.87222042;0;730
5;4;0;D;0.00566084;1.255408017;0;72
5;4;0;E;0.00566084;1.255408017;2;0
5;4;0;F;0.00566084;1.255408017;2;0
5;4;0;G;0.00566084;1.255408017;2;0
5;4;1;A;0.010113229;0.748335658;0;1268
5;4;1;B;0.0098288;0.729461044;0;2370
5;4;1;C;0.009917342;0.71402567;0;3917
5;4;1;D;0.009611349;0.803476305;0;756
5;4;1;E;0.008709005;0.794953477;0;83
5;4;1;F;0.008709005;0.794953477;2;0
5;4;1;G;0.008709005;0.794953477;2;0
5;4;2;A;0.018338653;0.278664884;0;17691
5;4;2;B;0.0153713;0.438565952;0;39065
5;4;2;C;0.015805318;0.419158159;0;50067
5;4;2;D;0.017691862;0.364470515;0;3824
5;4;2;E;0.014734835;0.48544739;0;316
5;4;2;F;0.014734835;0.48544739;2;0
5;4;2;G;0.014734835;0.48544739;2;0
5;5;0;A;0.01600656;0.344905417;0;104
5;5;0;B;0.006860119;1.002221925;0;244
5;5;0;C;0.0021164;1.286452732;0;86
5;5;0;D;0.0021164;1.286452732;2;0
5;5;0;E;0.0021164;1.286452732;2;0
5;5;0;F;0.0021164;1.286452732;2;0
5;5;0;G;0.0021164;1.286452732;2;0
5;5;1;A;0.006004473;0.996016285;0;432
5;5;1;B;0.006781766;0.944778767;0;928
5;5;1;C;0.00532304;1.08516039;0;498
5;5;1;D;0.00532304;1.08516039;2;0
5;5;1;E;0.00532304;1.08516039;2;0
5;5;1;F;0.00532304;1.08516039;2;0
5;5;1;G;0.00532304;1.08516039;2;0
5;5;2;A;0.012010919;0.545569823;0;6383
5;5;2;B;0.017390218;0.214215565;0;9542
5;5;2;C;0.018876204;0.142111957;0;3143
5;5;2;D;0.03500314;-0.562840745;0;124
5;5;2;E;0.03500314;-0.562840745;2;0
5;5;2;F;0.03500314;-0.562840745;2;0
5;5;2;G;0.03500314;-0.562840745;2;0
5;6;0;A;0.006834881;1.012844842;0;176
5;6;0;B;0.011965412;0.500728662;0;402
5;6;0;C;0.005030905;1.195974908;0;88
5;6;0;D;0.005030905;1.195974908;2;0
5;6;0;E;0.005030905;1.195974908;2;0
5;6;0;F;0.005030905;1.195974908;2;0
5;6;0;G;0.005030905;1.195974908;2;0
5;6;1;A;0.005758457;0.966076237;0;607
5;6;1;B;0.007512301;0.884600503;0;889
5;6;1;C;0.003242984;1.110902891;0;276
5;6;1;D;0.003242984;1.110902891;2;0
5;6;1;E;0.003242984;1.110902891;2;0
5;6;1;F;0.003242984;1.110902891;2;0
5;6;1;G;0.003242984;1.110902891;2;0
5;6;2;A;0.008630228;0.739059236;0;6111
5;6;2;B;0.010379889;0.630240994;0;7230
5;6;2;C;0.014612196;0.432005998;0;2112
5;6;2;D;0.014612196;0.432005998;2;0
5;6;2;E;0.014612196;0.432005998;2;0
5;6;2;F;0.014612196;0.432005998;2;0
5;6;2;G;0.014612196;0.432005998;2;0
5;7;0;A;0.00734035;0.87359419;0;581
5;7;0;B;0.005834317;0.947666438;0;318
5;7;0;C;0.005834317;0.947666438;2;0
5;7;0;D;0.005834317;0.947666438;2;0
5;7;0;E;0.005834317;0.947666438;2;0
5;7;0;F;0.005834317;0.947666438;2;0
5;7;0;G;0.005834317;0.947666438;2;0
5;7;1;A;0.006238121;0.904061246;0;1024
5;7;1;B;0.006487281;0.920930966;0;665
5;7;1;C;0.007732458;0.906039979;0;73
5;7;1;D;0.007732458;0.906039979;2;0
5;7;1;E;0.007732458;0.906039979;2;0
5;7;1;F;0.007732458;0.906039979;2;0
5;7;1;G;0.007732458;0.906039979;2;0
5;7;2;A;0.006624595;0.851435096;0;7995
5;7;2;B;0.005947467;0.890363029;0;2833
5;7;2;C;0.007594797;0.746101326;0;187
5;7;2;D;0;2;0;57
5;7;2;E;0;2;2;0
5;7;2;F;0;2;2;0
5;7;2;G;0;2;2;0
5;8;0;A;0.005774601;0.986489033;0;1901
5;8;0;B;0.007577228;0.879348319;0;197
5;8;0;C;0.007577228;0.879348319;2;0
5;8;0;D;0.007577228;0.879348319;2;0
5;8;0;E;0.007577228;0.879348319;2;0
5;8;0;F;0.007577228;0.879348319;2;0
5;8;0;G;0.007577228;0.879348319;2;0
5;8;1;A;0.007810538;0.770693515;0;2553
5;8;1;B;0.005738746;0.997142052;0;206
5;8;1;C;0.005738746;0.997142052;2;0
5;8;1;D;0.005738746;0.997142052;2;0
5;8;1;E;0.005738746;0.997142052;2;0
5;8;1;F;0.005738746;0.997142052;2;0
5;8;1;G;0.005738746;0.997142052;2;0
5;8;2;A;0.007264497;0.815575368;0;10413
5;8;2;B;0.006933124;0.821511471;0;687
5;8;2;C;0.013529147;0.481908095;0;119
5;8;2;D;0.013529147;0.481908095;2;0
5;8;2;E;0.013529147;0.481908095;2;0
5;8;2;F;0.013529147;0.481908095;2;0
5;8;2;G;0.013529147;0.481908095;2;0
5;9;0;A;0.005354105;1.023364267;0;741
5;9;0;B;0.005354105;1.023364267;2;0
5;9;0;C;0.005354105;1.023364267;2;0
5;9;0;D;0.005354105;1.023364267;2;0
5;9;0;E;0.005354105;1.023364267;2;0
5;9;0;F;0.005354105;1.023364267;2;0
5;9;0;G;0.005354105;1.023364267;2;0
5;9;1;A;0.008670139;0.74917392;0;1740
5;9;1;B;0.005731716;1.123049912;0;69
5;9;1;C;0.005731716;1.123049912;2;0
5;9;1;D;0.005731716;1.123049912;2;0
5;9;1;E;0.005731716;1.123049912;2;0
5;9;1;F;0.005731716;1.123049912;2;0
5;9;1;G;0.005731716;1.123049912;2;0
5;9;2;A;0.008445021;0.776486801;0;5616
5;9;2;B;0.010511002;0.603452485;0;219
5;9;2;C;0.005353747;1.032623813;0;108
5;9;2;D;0.005353747;1.032623813;2;0
5;9;2;E;0.005353747;1.032623813;2;0
5;9;2;F;0.005353747;1.032623813;2;0
5;9;2;G;0.005353747;1.032623813;2;0
5;10;0;A;0.009751318;0.837411978;0;6360
5;10;0;B;0.012552807;0.594526204;0;60
5;10;0;C;0.012552807;0.594526204;2;0
5;10;0;D;0.012552807;0.594526204;2;0
5;10;0;E;0.012552807;0.594526204;2;0
5;10;0;F;0.012552807;0.594526204;2;0
5;10;0;G;0.012552807;0.594526204;2;0
5;10;1;A;0.0082301;0.956140483;0;2129
5;10;1;B;0.00352838;1.595157545;0;106
5;10;1;C;0.00352838;1.595157545;2;0
5;10;1;D;0.00352838;1.595157545;2;0
5;10;1;E;0.00352838;1.595157545;2;0
5;10;1;F;0.00352838;1.595157545;2;0
5;10;1;G;0.00352838;1.595157545;2;0
5;10;2;A;0.011280116;0.65633915;0;2749
5;10;2;B;0.016733081;0.632083601;0;312
5;10;2;C;0.016733081;0.632083601;2;0
5;10;2;D;0.016733081;0.632083601;2;0
5;10;2;E;0.016733081;0.632083601;2;0
5;10;2;F;0.016733081;0.632083601;2;0
5;10;2;G;0.016733081;0.632083601;2;0
6;0;0;A;0.009063355;1.060673205;0;533
6;0;0;B;0.007406991;1.265078475;0;320
6;0;0;C;0.008739498;1.12943626;0;966
6;0;0;D;0.00928351;1.139207861;0;727
6;0;0;E;0.01198833;0.972077557;0;347
6;0;0;F;0.006027522;1.608052823;0;263
6;0;0;G;0.009709337;1.041947069;0;138
6;0;1;A;0.010952268;1.046968326;0;1453
6;0;1;B;0.008318842;1.249673052;0;1441
6;0;1;C;0.010782738;1.123804431;0;3572
6;0;1;D;0.009205704;1.190147898;0;2930
6;0;1;E;0.01123672;1.029035086;0;1636
6;0;1;F;0.008597391;1.274326413;0;978
6;0;1;G;0.010224797;0.963010783;0;1007
6;0;2;A;0.019352621;0.536520781;0;3707
6;0;2;B;0.020739635;0.497630276;0;4696
6;0;2;C;0.018781003;0.569758149;0;9117
6;0;2;D;0.016341744;0.742258599;0;6475
6;0;2;E;0.014729602;0.810170302;0;2420
6;0;2;F;0.012899981;0.873974247;0;1002
6;0;2;G;0.010422001;0.958698641;0;669
6;1;0;A;0.014630422;0.618409959;0;159
6;1;0;B;0.026969455;0.145179721;0;54
6;1;0;C;0.016238827;0.789367385;0;194
6;1;0;D;0.013107864;1.14780544;0;192
6;1;0;E;0.007672209;1.223822883;0;104
6;1;0;F;0.01208812;1.15111486;0;92
6;1;0;G;0.008181587;1.341703125;0;81
6;1;1;A;0.006820212;1.485406574;0;337
6;1;1;B;0.008302475;1.303707833;0;401
6;1;1;C;0.008279661;1.332698911;0;1118
6;1;1;D;0.010475808;1.198001595;0;1298
6;1;1;E;0.008516666;1.277604198;0;811
6;1;1;F;0.011246339;1.160790565;0;501
6;1;1;G;0.009508489;1.199765243;0;462
6;1;2;A;0.016834642;0.572009028;0;371
6;1;2;B;0.023978126;0.590303784;0;274
6;1;2;C;0.013080192;0.948245734;0;1727
6;1;2;D;0.009869321;1.20750173;0;1659
6;1;2;E;0.011458165;1.104009392;0;614
6;1;2;F;0.006213774;1.340402146;0;267
6;1;2;G;0.008053317;1.138982682;0;126
6;2;0;A;0.008481707;1.641375103;0;57
6;2;0;B;0.017272373;0.458045933;0;103
6;2;0;C;0.005481464;1.554225766;0;199
6;2;0;D;0.00010966;2.041629043;0;140
6;2;0;E;0.011979738;1.08932995;0;90
6;2;0;F;0.011979738;1.08932995;2;0
6;2;0;G;0.011979738;1.08932995;2;0
6;2;1;A;0.004618987;1.322546257;0;250
6;2;1;B;0.018366426;0.542260815;0;388
6;2;1;C;0.00790607;1.201715458;0;1657
6;2;1;D;0.007510866;1.287741693;0;1154
6;2;1;E;0.003031938;1.557303;0;789
6;2;1;F;0.004744466;1.44506772;0;424
6;2;1;G;0.010641366;0.822736611;0;321
6;2;2;A;0.015126493;0.905235195;0;5487
6;2;2;B;0.018750911;0.664202657;0;3942
6;2;2;C;0.015701628;0.937015446;0;15040
6;2;2;D;0.011655622;1.181595466;0;11329
6;2;2;E;0.010647014;1.221756822;0;5382
6;2;2;F;0.016879229;0.746913752;0;1545
6;2;2;G;0.01120864;1.038352507;0;981
6;3;0;A;0.016309652;0.448623959;0;346
6;3;0;B;0.008096801;1.220300452;1;0
6;3;0;C;0;2;0;52
6;3;0;D;0;2;0;90
6;3;0;E;0;2;2;0
6;3;0;F;0;2;2;0
6;3;0;G;0;2;2;0
6;3;1;A;0.011135766;0.774198244;0;503
6;3;1;B;0.010907723;0.874508172;0;428
6;3;1;C;0.004182033;1.191471242;0;692
6;3;1;D;0.002457804;1.41736531;0;252
6;3;1;E;0.003148033;1.275842452;0;261
6;3;1;F;0;2;0;55
6;3;1;G;0;2;2;0
6;3;2;A;0.009025785;1.011431715;0;4206
6;3;2;B;0.016995729;0.404416104;0;3583
6;3;2;C;0.009604497;1.020676631;0;12800
6;3;2;D;0.012917434;0.84279774;0;5410
6;3;2;E;0.013103324;0.781563938;0;993
6;3;2;F;0.020556323;0.03181818;0;394
6;3;2;G;0.030265169;0.050179036;0;59
6;4;0;A;0.005863119;1.149149088;0;620
6;4;0;B;0.008166148;1.12104738;0;273
6;4;0;C;0.005343764;1.000200678;0;552
6;4;0;D;0.004571033;1.156081877;0;59
6;4;0;E;0.006373935;0.978188593;0;94
6;4;0;F;0.006373935;0.978188593;2;0
6;4;0;G;0.006373935;0.978188593;2;0
6;4;1;A;0.006473078;1.027672061;0;863
6;4;1;B;0.006432651;1.040981114;0;2229
6;4;1;C;0.00627313;1.000349345;0;4153
6;4;1;D;0.008112426;0.992750071;0;696
6;4;1;E;0.013589721;0.433773806;0;121
6;4;1;F;0.013589721;0.433773806;2;0
6;4;1;G;0.013589721;0.433773806;2;0
6;4;2;A;0.017005953;0.414569673;0;5014
6;4;2;B;0.018853075;0.276911725;0;10728
6;4;2;C;0.019034714;0.230194141;0;14961
6;4;2;D;0.017472146;0.325775043;0;2046
6;4;2;E;0.007034577;1.039997135;0;142
6;4;2;F;0.007034577;1.039997135;2;0
6;4;2;G;0.007034577;1.039997135;2;0
6;5;0;A;0.00525774;1.304804919;0;83
6;5;0;B;0.005316113;1.147464028;0;284
6;5;0;C;0.004204825;1.069444189;0;128
6;5;0;D;0.004204825;1.069444189;2;0
6;5;0;E;0.004204825;1.069444189;2;0
6;5;0;F;0.004204825;1.069444189;2;0
6;5;0;G;0.004204825;1.069444189;2;0
6;5;1;A;0.006923118;0.915796242;0;542
6;5;1;B;0.005102592;1.153893701;0;1397
6;5;1;C;0.003908654;1.284278298;0;982
6;5;1;D;0.003908654;1.284278298;2;0
6;5;1;E;0.003908654;1.284278298;2;0
6;5;1;F;0.003908654;1.284278298;2;0
6;5;1;G;0.003908654;1.284278298;2;0
6;5;2;A;0.015281391;0.28387873;0;2845
6;5;2;B;0.016013478;0.317502972;0;5197
6;5;2;C;0.012848598;0.546000118;0;2596
6;5;2;D;0.017162826;0.553774704;0;54
6;5;2;E;0.017162826;0.553774704;2;0
6;5;2;F;0.017162826;0.553774704;2;0
6;5;2;G;0.017162826;0.553774704;2;0
6;6;0;A;0.018157757;0.045506694;0;197
6;6;0;B;0.009645844;0.672191101;0;381
6;6;0;C;0.006373658;0.90212574;0;389
6;6;0;D;0.006373658;0.90212574;2;0
6;6;0;E;0.006373658;0.90212574;2;0
6;6;0;F;0.006373658;0.90212574;2;0
6;6;0;G;0.006373658;0.90212574;2;0
6;6;1;A;0.004702645;1.176006302;0;548
6;6;1;B;0.004926488;1.241547131;0;1552
6;6;1;C;0.004390098;1.230735325;0;432
6;6;1;D;0.004390098;1.230735325;2;0
6;6;1;E;0.004390098;1.230735325;2;0
6;6;1;F;0.004390098;1.230735325;2;0
6;6;1;G;0.004390098;1.230735325;2;0
6;6;2;A;0.013905339;0.354718836;0;2604
6;6;2;B;0.012609808;0.503406452;0;4141
6;6;2;C;0.011453571;0.56539588;0;1794
6;6;2;D;0.011453571;0.56539588;2;0
6;6;2;E;0.011453571;0.56539588;2;0
6;6;2;F;0.011453571;0.56539588;2;0
6;6;2;G;0.011453571;0.56539588;2;0
6;7;0;A;0.010487792;0.743271069;0;1136
6;7;0;B;0.005373876;1.154093517;0;654
6;7;0;C;0.005373876;1.154093517;2;0
6;7;0;D;0.005373876;1.154093517;2;0
6;7;0;E;0.005373876;1.154093517;2;0
6;7;0;F;0.005373876;1.154093517;2;0
6;7;0;G;0.005373876;1.154093517;2;0
6;7;1;A;0.010491971;0.775778335;0;960
6;7;1;B;0.008782312;0.866871676;0;957
6;7;1;C;0.006779697;1.076641197;0;177
6;7;1;D;0.006779697;1.076641197;2;0
6;7;1;E;0.006779697;1.076641197;2;0
6;7;1;F;0.006779697;1.076641197;2;0
6;7;1;G;0.006779697;1.076641197;2;0
6;7;2;A;0.008301978;0.796310525;0;3923
6;7;2;B;0.006765215;0.916221852;0;2217
6;7;2;C;0.011503679;0.825215666;0;378
6;7;2;D;0.011503679;0.825215666;2;0
6;7;2;E;0.011503679;0.825215666;2;0
6;7;2;F;0.011503679;0.825215666;2;0
6;7;2;G;0.011503679;0.825215666;2;0
6;8;0;A;0.010151279;0.820488947;0;2761
6;8;0;B;0.010456343;0.832631399;0;615
6;8;0;C;0.010456343;0.832631399;2;0
6;8;0;D;0.010456343;0.832631399;2;0
6;8;0;E;0.010456343;0.832631399;2;0
6;8;0;F;0.010456343;0.832631399;2;0
6;8;0;G;0.010456343;0.832631399;2;0
6;8;1;A;0.006500045;1.181554721;0;3467
6;8;1;B;0.010985749;0.818907851;0;599
6;8;1;C;0.010985749;0.818907851;2;0
6;8;1;D;0.010985749;0.818907851;2;0
6;8;1;E;0.010985749;0.818907851;2;0
6;8;1;F;0.010985749;0.818907851;2;0
6;8;1;G;0.010985749;0.818907851;2;0
6;8;2;A;0.006444807;0.989845651;0;8967
6;8;2;B;0.009049094;0.744927958;0;1107
6;8;2;C;0.006824764;0.857190067;0;237
6;8;2;D;0.008572116;0.674637195;0;63
6;8;2;E;0.008572116;0.674637195;2;0
6;8;2;F;0.008572116;0.674637195;2;0
6;8;2;G;0.008572116;0.674637195;2;0
6;9;0;A;0.006648244;1.012627192;0;1654
6;9;0;B;0.006089931;0.997509402;0;117
6;9;0;C;0.006089931;0.997509402;2;0
6;9;0;D;0.006089931;0.997509402;2;0
6;9;0;E;0.006089931;0.997509402;2;0
6;9;0;F;0.006089931;0.997509402;2;0
6;9;0;G;0.006089931;0.997509402;2;0
6;9;1;A;0.007544151;1.004406317;0;2279
6;9;1;B;0.008377343;0.935444729;0;152
6;9;1;C;0.008377343;0.935444729;2;0
6;9;1;D;0.008377343;0.935444729;2;0
6;9;1;E;0.008377343;0.935444729;2;0
6;9;1;F;0.008377343;0.935444729;2;0
6;9;1;G;0.008377343;0.935444729;2;0
6;9;2;A;0.008961181;0.837042374;0;5577
6;9;2;B;0.002197363;1.371052734;0;394
6;9;2;C;0.002197363;1.371052734;2;0
6;9;2;D;0.002197363;1.371052734;2;0
6;9;2;E;0.002197363;1.371052734;2;0
6;9;2;F;0.002197363;1.371052734;2;0
6;9;2;G;0.002197363;1.371052734;2;0
6;10;0;A;0.010168096;0.770956448;0;1766
6;10;0;B;0.010168096;0.770956448;2;0
6;10;0;C;0.010168096;0.770956448;2;0
6;10;0;D;0.010168096;0.770956448;2;0
6;10;0;E;0.010168096;0.770956448;2;0
6;10;0;F;0.010168096;0.770956448;2;0
6;10;0;G;0.010168096;0.770956448;2;0
6;10;1;A;0.008006957;0.974649999;0;865
6;10;1;B;0.002160441;0.980152063;0;237
6;10;1;C;0.005376344;0.88172043;0;184
6;10;1;D;0.005376344;0.88172043;2;0
6;10;1;E;0.005376344;0.88172043;2;0
6;10;1;F;0.005376344;0.88172043;2;0
6;10;1;G;0.005376344;0.88172043;2;0
6;10;2;A;0.009792961;0.707099035;0;1163
6;10;2;B;0.020301523;-0.031399065;0;83
6;10;2;C;0.020301523;-0.031399065;2;0
6;10;2;D;0.020301523;-0.031399065;2;0
6;10;2;E;0.020301523;-0.031399065;2;0
6;10;2;F;0.020301523;-0.031399065;2;0
6;10;2;G;0.020301523;-0.031399065;2;0
